report_date,Diagnosis,diagnosis_count
2020-12-27,Sciatica,1
2020-12-27,Migraine,1
2020-12-28,Sciatica,1
2020-12-28,Angina,1
2020-12-28,Gastritis,1
2020-12-28,Dermatitis,1
2020-12-28,Bronchitis,1
2020-12-28,Migraine,1
2020-12-28,Asthma,1
2021-01-01,Dermatitis,3
2021-01-01,Angina,2
2021-01-01,Bronchitis,1
2021-01-01,Asthma,1
2021-01-02,Gastritis,1
2021-01-02,Migraine,1
2021-01-02,Vertigo,1
2021-01-02,Arthritis,1
2021-01-03,Asthma,2
2021-01-03,Gastritis,2
2021-01-03,Arthritis,2
2021-01-03,Migraine,1
2021-01-03,Viral Infection,1
2021-01-04,Asthma,2
2021-01-04,Gastritis,2
2021-01-04,Bronchitis,1
2021-01-05,Sciatica,3
2021-01-05,Bronchitis,2
2021-01-05,Dermatitis,2
2021-01-05,Asthma,2
2021-01-05,Vertigo,2
2021-01-05,Gastritis,1
2021-01-05,Angina,1
2021-01-05,Viral Infection,1
2021-01-06,Gastritis,4
2021-01-06,Bronchitis,2
2021-01-06,Migraine,1
2021-01-06,Vertigo,1
2021-01-06,Viral Infection,1
2021-01-06,Arthritis,1
2021-01-06,Asthma,1
2021-01-06,Angina,1
2021-01-07,Asthma,4
2021-01-07,Bronchitis,2
2021-01-07,Vertigo,2
2021-01-07,Angina,2
2021-01-07,Gastritis,1
2021-01-07,Arthritis,1
2021-01-07,Viral Infection,1
2021-01-07,Sciatica,1
2021-01-08,Migraine,3
2021-01-08,Gastritis,1
2021-01-08,Dermatitis,1
2021-01-08,Arthritis,1
2021-01-08,Asthma,1
2021-01-08,Sciatica,1
2021-01-08,Bronchitis,1
2021-01-08,Vertigo,1
2021-01-08,Angina,1
2021-01-09,Arthritis,2
2021-01-09,Viral Infection,2
2021-01-09,Angina,1
2021-01-10,Viral Infection,3
2021-01-10,Bronchitis,2
2021-01-10,Asthma,1
2021-01-11,Arthritis,2
2021-01-11,Sciatica,2
2021-01-11,Angina,2
2021-01-11,Gastritis,1
2021-01-11,Migraine,1
2021-01-11,Vertigo,1
2021-01-11,Bronchitis,1
2021-01-12,Migraine,2
2021-01-12,Dermatitis,1
2021-01-12,Asthma,1
2021-01-13,Sciatica,3
2021-01-13,Dermatitis,2
2021-01-13,Bronchitis,2
2021-01-13,Viral Infection,2
2021-01-13,Angina,1
2021-01-13,Asthma,1
2021-01-13,Vertigo,1
2021-01-14,Viral Infection,3
2021-01-14,Asthma,2
2021-01-14,Vertigo,2
2021-01-14,Gastritis,1
2021-01-14,Bronchitis,1
2021-01-14,Angina,1
2021-01-14,Dermatitis,1
2021-01-14,Migraine,1
2021-01-15,Migraine,3
2021-01-15,Bronchitis,1
2021-01-15,Angina,1
2021-01-15,Dermatitis,1
2021-01-15,Sciatica,1
2021-01-15,Asthma,1
2021-01-16,Viral Infection,2
2021-01-16,Vertigo,2
2021-01-16,Migraine,2
2021-01-16,Gastritis,1
2021-01-16,Sciatica,1
2021-01-17,Sciatica,1
2021-01-17,Gastritis,1
2021-01-17,Arthritis,1
2021-01-17,Dermatitis,1
2021-01-17,Bronchitis,1
2021-01-18,Arthritis,2
2021-01-18,Migraine,1
2021-01-18,Viral Infection,1
2021-01-18,Sciatica,1
2021-01-18,Dermatitis,1
2021-01-19,Bronchitis,2
2021-01-19,Migraine,1
2021-01-19,Vertigo,1
2021-01-19,Viral Infection,1
2021-01-19,Dermatitis,1
2021-01-19,Sciatica,1
2021-01-20,Gastritis,3
2021-01-20,Asthma,2
2021-01-20,Dermatitis,2
2021-01-20,Vertigo,1
2021-01-20,Viral Infection,1
2021-01-20,Angina,1
2021-01-20,Bronchitis,1
2021-01-21,Migraine,2
2021-01-21,Asthma,1
2021-01-21,Gastritis,1
2021-01-21,Sciatica,1
2021-01-22,Vertigo,4
2021-01-22,Gastritis,2
2021-01-22,Bronchitis,1
2021-01-22,Arthritis,1
2021-01-22,Angina,1
2021-01-22,Migraine,1
2021-01-22,Viral Infection,1
2021-01-22,Sciatica,1
2021-01-23,Bronchitis,2
2021-01-23,Arthritis,2
2021-01-23,Sciatica,2
2021-01-23,Viral Infection,1
2021-01-24,Arthritis,2
2021-01-24,Migraine,2
2021-01-24,Vertigo,2
2021-01-24,Asthma,1
2021-01-24,Bronchitis,1
2021-01-24,Sciatica,1
2021-01-25,Angina,3
2021-01-25,Sciatica,2
2021-01-25,Viral Infection,2
2021-01-25,Vertigo,1
2021-01-25,Arthritis,1
2021-01-25,Asthma,1
2021-01-25,Dermatitis,1
2021-01-26,Gastritis,2
2021-01-26,Dermatitis,2
2021-01-26,Arthritis,2
2021-01-26,Bronchitis,1
2021-01-26,Viral Infection,1
2021-01-26,Asthma,1
2021-01-27,Viral Infection,2
2021-01-27,Sciatica,1
2021-01-27,Gastritis,1
2021-01-27,Dermatitis,1
2021-01-27,Angina,1
2021-01-27,Arthritis,1
2021-01-27,Migraine,1
2021-01-28,Gastritis,4
2021-01-28,Bronchitis,3
2021-01-28,Angina,1
2021-02-01,Vertigo,2
2021-02-01,Arthritis,2
2021-02-01,Gastritis,1
2021-02-01,Asthma,1
2021-02-01,Migraine,1
2021-02-01,Sciatica,1
2021-02-01,Dermatitis,1
2021-02-02,Gastritis,2
2021-02-02,Arthritis,2
2021-02-02,Angina,1
2021-02-02,Sciatica,1
2021-02-02,Dermatitis,1
2021-02-02,Vertigo,1
2021-02-02,Viral Infection,1
2021-02-03,Migraine,1
2021-02-03,Asthma,1
2021-02-03,Gastritis,1
2021-02-03,Dermatitis,1
2021-02-03,Vertigo,1
2021-02-04,Gastritis,3
2021-02-04,Migraine,2
2021-02-04,Sciatica,2
2021-02-04,Bronchitis,1
2021-02-04,Angina,1
2021-02-04,Dermatitis,1
2021-02-04,Vertigo,1
2021-02-04,Viral Infection,1
2021-02-05,Viral Infection,3
2021-02-05,Asthma,2
2021-02-05,Vertigo,1
2021-02-05,Dermatitis,1
2021-02-05,Bronchitis,1
2021-02-06,Sciatica,4
2021-02-06,Arthritis,2
2021-02-06,Viral Infection,1
2021-02-06,Migraine,1
2021-02-07,Dermatitis,2
2021-02-07,Vertigo,1
2021-02-07,Sciatica,1
2021-02-07,Migraine,1
2021-02-07,Gastritis,1
2021-02-07,Viral Infection,1
2021-02-08,Asthma,2
2021-02-08,Migraine,1
2021-02-08,Angina,1
2021-02-08,Arthritis,1
2021-02-08,Viral Infection,1
2021-02-08,Vertigo,1
2021-02-09,Gastritis,3
2021-02-09,Vertigo,3
2021-02-09,Sciatica,2
2021-02-09,Migraine,1
2021-02-09,Asthma,1
2021-02-09,Dermatitis,1
2021-02-10,Sciatica,3
2021-02-10,Gastritis,2
2021-02-10,Bronchitis,2
2021-02-11,Dermatitis,3
2021-02-11,Angina,2
2021-02-11,Viral Infection,2
2021-02-11,Gastritis,1
2021-02-11,Migraine,1
2021-02-11,Arthritis,1
2021-02-12,Vertigo,5
2021-02-12,Gastritis,1
2021-02-12,Migraine,1
2021-02-12,Sciatica,1
2021-02-12,Angina,1
2021-02-12,Bronchitis,1
2021-02-12,Dermatitis,1
2021-02-12,Viral Infection,1
2021-02-12,Arthritis,1
2021-02-13,Asthma,4
2021-02-13,Gastritis,3
2021-02-13,Viral Infection,3
2021-02-13,Migraine,2
2021-02-13,Bronchitis,2
2021-02-13,Vertigo,1
2021-02-13,Angina,1
2021-02-14,Viral Infection,3
2021-02-14,Arthritis,3
2021-02-14,Vertigo,2
2021-02-14,Gastritis,2
2021-02-14,Sciatica,2
2021-02-14,Bronchitis,2
2021-02-14,Asthma,1
2021-02-14,Dermatitis,1
2021-02-15,Gastritis,2
2021-02-15,Dermatitis,2
2021-02-15,Bronchitis,2
2021-02-15,Viral Infection,1
2021-02-15,Migraine,1
2021-02-15,Sciatica,1
2021-02-16,Sciatica,2
2021-02-16,Vertigo,1
2021-02-16,Asthma,1
2021-02-16,Viral Infection,1
2021-02-16,Arthritis,1
2021-02-16,Migraine,1
2021-02-16,Bronchitis,1
2021-02-17,Viral Infection,2
2021-02-17,Angina,2
2021-02-17,Dermatitis,2
2021-02-17,Vertigo,1
2021-02-17,Arthritis,1
2021-02-17,Gastritis,1
2021-02-17,Sciatica,1
2021-02-18,Arthritis,2
2021-02-18,Sciatica,2
2021-02-18,Vertigo,1
2021-02-18,Migraine,1
2021-02-18,Angina,1
2021-02-19,Gastritis,1
2021-02-19,Vertigo,1
2021-02-19,Arthritis,1
2021-02-20,Migraine,2
2021-02-20,Sciatica,2
2021-02-20,Asthma,1
2021-02-20,Vertigo,1
2021-02-20,Bronchitis,1
2021-02-20,Angina,1
2021-02-20,Viral Infection,1
2021-02-21,Asthma,1
2021-02-21,Bronchitis,1
2021-02-21,Dermatitis,1
2021-02-21,Viral Infection,1
2021-02-21,Gastritis,1
2021-02-21,Sciatica,1
2021-02-22,Bronchitis,3
2021-02-22,Asthma,2
2021-02-22,Arthritis,2
2021-02-22,Migraine,2
2021-02-22,Sciatica,2
2021-02-22,Vertigo,1
2021-02-22,Dermatitis,1
2021-02-22,Angina,1
2021-02-22,Gastritis,1
2021-02-23,Asthma,3
2021-02-23,Viral Infection,3
2021-02-23,Migraine,2
2021-02-23,Bronchitis,2
2021-02-23,Arthritis,1
2021-02-23,Dermatitis,1
2021-02-24,Gastritis,2
2021-02-24,Arthritis,2
2021-02-24,Dermatitis,2
2021-02-24,Sciatica,1
2021-02-24,Migraine,1
2021-02-24,Angina,1
2021-02-24,Bronchitis,1
2021-02-24,Asthma,1
2021-02-25,Gastritis,2
2021-02-25,Angina,2
2021-02-25,Migraine,1
2021-02-25,Viral Infection,1
2021-02-25,Bronchitis,1
2021-02-25,Dermatitis,1
2021-02-26,Gastritis,2
2021-02-26,Asthma,2
2021-02-26,Angina,1
2021-02-26,Sciatica,1
2021-02-26,Vertigo,1
2021-02-26,Dermatitis,1
2021-02-27,Bronchitis,3
2021-02-27,Migraine,1
2021-02-27,Arthritis,1
2021-02-27,Sciatica,1
2021-02-27,Asthma,1
2021-02-27,Viral Infection,1
2021-02-28,Gastritis,2
2021-02-28,Sciatica,2
2021-02-28,Vertigo,2
2021-02-28,Migraine,2
2021-02-28,Viral Infection,2
2021-02-28,Bronchitis,1
2021-03-01,Migraine,3
2021-03-01,Arthritis,2
2021-03-01,Viral Infection,2
2021-03-01,Vertigo,1
2021-03-01,Angina,1
2021-03-02,Gastritis,2
2021-03-02,Viral Infection,2
2021-03-02,Bronchitis,1
2021-03-02,Vertigo,1
2021-03-02,Angina,1
2021-03-03,Arthritis,3
2021-03-03,Gastritis,2
2021-03-03,Sciatica,2
2021-03-03,Angina,1
2021-03-03,Migraine,1
2021-03-03,Dermatitis,1
2021-03-04,Vertigo,2
2021-03-04,Dermatitis,1
2021-03-04,Bronchitis,1
2021-03-04,Sciatica,1
2021-03-05,Sciatica,3
2021-03-05,Migraine,2
2021-03-05,Vertigo,1
2021-03-05,Arthritis,1
2021-03-05,Gastritis,1
2021-03-05,Dermatitis,1
2021-03-06,Viral Infection,2
2021-03-06,Vertigo,1
2021-03-06,Arthritis,1
2021-03-06,Sciatica,1
2021-03-06,Angina,1
2021-03-06,Asthma,1
2021-03-06,Migraine,1
2021-03-07,Asthma,2
2021-03-07,Dermatitis,2
2021-03-07,Vertigo,2
2021-03-07,Arthritis,2
2021-03-07,Viral Infection,1
2021-03-07,Gastritis,1
2021-03-08,Asthma,1
2021-03-08,Bronchitis,1
2021-03-08,Arthritis,1
2021-03-08,Sciatica,1
2021-03-09,Angina,3
2021-03-09,Viral Infection,2
2021-03-09,Dermatitis,2
2021-03-09,Migraine,2
2021-03-09,Gastritis,2
2021-03-09,Bronchitis,1
2021-03-09,Vertigo,1
2021-03-09,Sciatica,1
2021-03-10,Viral Infection,2
2021-03-10,Migraine,2
2021-03-10,Angina,1
2021-03-10,Gastritis,1
2021-03-11,Viral Infection,2
2021-03-11,Gastritis,2
2021-03-11,Bronchitis,1
2021-03-11,Asthma,1
2021-03-12,Gastritis,3
2021-03-12,Dermatitis,2
2021-03-12,Asthma,2
2021-03-12,Bronchitis,1
2021-03-12,Migraine,1
2021-03-12,Vertigo,1
2021-03-13,Vertigo,2
2021-03-13,Dermatitis,2
2021-03-13,Asthma,1
2021-03-13,Arthritis,1
2021-03-13,Gastritis,1
2021-03-13,Angina,1
2021-03-13,Viral Infection,1
2021-03-14,Bronchitis,3
2021-03-14,Asthma,3
2021-03-14,Migraine,1
2021-03-14,Sciatica,1
2021-03-14,Dermatitis,1
2021-03-15,Asthma,3
2021-03-15,Vertigo,2
2021-03-15,Migraine,1
2021-03-15,Gastritis,1
2021-03-16,Asthma,2
2021-03-16,Vertigo,1
2021-03-16,Viral Infection,1
2021-03-16,Bronchitis,1
2021-03-17,Angina,2
2021-03-17,Migraine,1
2021-03-17,Viral Infection,1
2021-03-18,Vertigo,1
2021-03-18,Migraine,1
2021-03-18,Angina,1
2021-03-19,Vertigo,3
2021-03-19,Asthma,2
2021-03-19,Gastritis,1
2021-03-19,Dermatitis,1
2021-03-19,Sciatica,1
2021-03-19,Viral Infection,1
2021-03-20,Dermatitis,2
2021-03-20,Arthritis,2
2021-03-20,Bronchitis,2
2021-03-20,Migraine,1
2021-03-20,Vertigo,1
2021-03-20,Angina,1
2021-03-20,Gastritis,1
2021-03-20,Asthma,1
2021-03-20,Sciatica,1
2021-03-20,Viral Infection,1
2021-03-21,Sciatica,4
2021-03-21,Dermatitis,2
2021-03-21,Angina,2
2021-03-21,Gastritis,2
2021-03-21,Viral Infection,1
2021-03-21,Bronchitis,1
2021-03-21,Migraine,1
2021-03-21,Arthritis,1
2021-03-22,Gastritis,3
2021-03-22,Dermatitis,2
2021-03-22,Viral Infection,2
2021-03-22,Angina,2
2021-03-22,Asthma,2
2021-03-22,Migraine,1
2021-03-22,Vertigo,1
2021-03-22,Arthritis,1
2021-03-23,Asthma,2
2021-03-23,Vertigo,1
2021-03-23,Arthritis,1
2021-03-23,Angina,1
2021-03-23,Sciatica,1
2021-03-24,Asthma,1
2021-03-24,Angina,1
2021-03-24,Gastritis,1
2021-03-24,Arthritis,1
2021-03-24,Migraine,1
2021-03-25,Migraine,4
2021-03-25,Bronchitis,3
2021-03-25,Viral Infection,2
2021-03-25,Dermatitis,1
2021-03-25,Gastritis,1
2021-03-26,Asthma,1
2021-03-26,Sciatica,1
2021-03-26,Viral Infection,1
2021-03-26,Arthritis,1
2021-03-26,Bronchitis,1
2021-03-26,Migraine,1
2021-03-26,Vertigo,1
2021-03-27,Angina,4
2021-03-27,Asthma,3
2021-03-27,Sciatica,2
2021-03-27,Arthritis,2
2021-03-27,Vertigo,2
2021-03-27,Migraine,1
2021-03-27,Dermatitis,1
2021-03-27,Gastritis,1
2021-03-28,Bronchitis,2
2021-03-28,Migraine,1
2021-03-28,Vertigo,1
2021-03-28,Arthritis,1
2021-03-28,Dermatitis,1
2021-04-01,Dermatitis,2
2021-04-01,Vertigo,1
2021-04-01,Viral Infection,1
2021-04-01,Gastritis,1
2021-04-01,Asthma,1
2021-04-01,Bronchitis,1
2021-04-01,Arthritis,1
2021-04-01,Angina,1
2021-04-02,Gastritis,2
2021-04-02,Viral Infection,1
2021-04-02,Sciatica,1
2021-04-02,Dermatitis,1
2021-04-02,Arthritis,1
2021-04-02,Angina,1
2021-04-03,Bronchitis,2
2021-04-03,Arthritis,1
2021-04-03,Migraine,1
2021-04-03,Vertigo,1
2021-04-04,Viral Infection,3
2021-04-04,Arthritis,2
2021-04-04,Asthma,2
2021-04-04,Dermatitis,1
2021-04-04,Angina,1
2021-04-04,Bronchitis,1
2021-04-04,Migraine,1
2021-04-04,Gastritis,1
2021-04-05,Bronchitis,3
2021-04-05,Asthma,3
2021-04-05,Sciatica,2
2021-04-05,Angina,2
2021-04-05,Viral Infection,2
2021-04-05,Dermatitis,1
2021-04-05,Arthritis,1
2021-04-05,Migraine,1
2021-04-05,Gastritis,1
2021-04-05,Vertigo,1
2021-04-06,Dermatitis,2
2021-04-06,Gastritis,2
2021-04-06,Bronchitis,1
2021-04-06,Asthma,1
2021-04-06,Angina,1
2021-04-06,Viral Infection,1
2021-04-07,Bronchitis,2
2021-04-07,Angina,1
2021-04-07,Dermatitis,1
2021-04-07,Sciatica,1
2021-04-07,Gastritis,1
2021-04-07,Arthritis,1
2021-04-07,Migraine,1
2021-04-08,Vertigo,2
2021-04-08,Sciatica,2
2021-04-08,Asthma,2
2021-04-08,Arthritis,2
2021-04-08,Viral Infection,1
2021-04-09,Vertigo,1
2021-04-09,Sciatica,1
2021-04-09,Gastritis,1
2021-04-09,Migraine,1
2021-04-10,Gastritis,3
2021-04-10,Dermatitis,2
2021-04-10,Viral Infection,2
2021-04-10,Bronchitis,1
2021-04-10,Angina,1
2021-04-11,Vertigo,3
2021-04-11,Dermatitis,2
2021-04-11,Bronchitis,1
2021-04-11,Arthritis,1
2021-04-11,Migraine,1
2021-04-12,Dermatitis,4
2021-04-12,Vertigo,3
2021-04-12,Gastritis,2
2021-04-12,Angina,2
2021-04-12,Bronchitis,1
2021-04-12,Arthritis,1
2021-04-13,Vertigo,1
2021-04-13,Angina,1
2021-04-14,Bronchitis,3
2021-04-14,Dermatitis,1
2021-04-14,Asthma,1
2021-04-14,Arthritis,1
2021-04-15,Angina,2
2021-04-15,Bronchitis,2
2021-04-15,Vertigo,2
2021-04-15,Viral Infection,1
2021-04-15,Asthma,1
2021-04-15,Gastritis,1
2021-04-15,Sciatica,1
2021-04-15,Migraine,1
2021-04-16,Migraine,3
2021-04-16,Viral Infection,1
2021-04-16,Angina,1
2021-04-16,Arthritis,1
2021-04-16,Asthma,1
2021-04-16,Gastritis,1
2021-04-17,Gastritis,3
2021-04-17,Viral Infection,2
2021-04-17,Arthritis,1
2021-04-18,Arthritis,2
2021-04-18,Dermatitis,1
2021-04-18,Asthma,1
2021-04-18,Gastritis,1
2021-04-18,Bronchitis,1
2021-04-18,Sciatica,1
2021-04-19,Asthma,3
2021-04-19,Migraine,2
2021-04-19,Viral Infection,1
2021-04-19,Dermatitis,1
2021-04-19,Bronchitis,1
2021-04-19,Sciatica,1
2021-04-19,Gastritis,1
2021-04-19,Arthritis,1
2021-04-19,Angina,1
2021-04-20,Viral Infection,3
2021-04-20,Arthritis,2
2021-04-20,Bronchitis,2
2021-04-20,Dermatitis,1
2021-04-20,Asthma,1
2021-04-20,Angina,1
2021-04-21,Arthritis,2
2021-04-21,Gastritis,1
2021-04-21,Migraine,1
2021-04-21,Sciatica,1
2021-04-21,Angina,1
2021-04-21,Asthma,1
2021-04-22,Sciatica,3
2021-04-22,Viral Infection,3
2021-04-22,Dermatitis,2
2021-04-22,Arthritis,1
2021-04-22,Vertigo,1
2021-04-23,Gastritis,2
2021-04-23,Vertigo,2
2021-04-23,Migraine,1
2021-04-23,Arthritis,1
2021-04-23,Viral Infection,1
2021-04-24,Vertigo,3
2021-04-24,Viral Infection,3
2021-04-24,Migraine,2
2021-04-24,Dermatitis,1
2021-04-25,Migraine,1
2021-04-25,Bronchitis,1
2021-04-25,Viral Infection,1
2021-04-25,Sciatica,1
2021-04-26,Bronchitis,3
2021-04-26,Asthma,2
2021-04-26,Dermatitis,2
2021-04-26,Gastritis,2
2021-04-26,Sciatica,1
2021-04-26,Vertigo,1
2021-04-26,Arthritis,1
2021-04-27,Asthma,2
2021-04-27,Viral Infection,2
2021-04-27,Vertigo,2
2021-04-27,Gastritis,1
2021-04-27,Arthritis,1
2021-04-28,Angina,5
2021-04-28,Viral Infection,3
2021-04-28,Dermatitis,3
2021-04-28,Migraine,1
2021-04-28,Bronchitis,1
2021-04-28,Sciatica,1
2021-04-28,Gastritis,1
2021-05-01,Migraine,2
2021-05-01,Asthma,2
2021-05-01,Viral Infection,1
2021-05-01,Bronchitis,1
2021-05-01,Angina,1
2021-05-01,Gastritis,1
2021-05-01,Arthritis,1
2021-05-02,Arthritis,3
2021-05-02,Vertigo,2
2021-05-02,Dermatitis,2
2021-05-02,Angina,2
2021-05-02,Asthma,1
2021-05-02,Viral Infection,1
2021-05-03,Gastritis,3
2021-05-03,Migraine,2
2021-05-03,Vertigo,1
2021-05-03,Viral Infection,1
2021-05-03,Dermatitis,1
2021-05-04,Sciatica,2
2021-05-04,Vertigo,1
2021-05-04,Bronchitis,1
2021-05-04,Migraine,1
2021-05-04,Viral Infection,1
2021-05-04,Gastritis,1
2021-05-05,Viral Infection,2
2021-05-05,Dermatitis,2
2021-05-05,Vertigo,1
2021-05-05,Arthritis,1
2021-05-05,Angina,1
2021-05-06,Asthma,3
2021-05-06,Dermatitis,2
2021-05-06,Sciatica,2
2021-05-06,Migraine,1
2021-05-06,Viral Infection,1
2021-05-06,Angina,1
2021-05-06,Gastritis,1
2021-05-07,Migraine,5
2021-05-07,Sciatica,3
2021-05-07,Vertigo,2
2021-05-07,Gastritis,2
2021-05-07,Bronchitis,1
2021-05-07,Dermatitis,1
2021-05-07,Asthma,1
2021-05-08,Sciatica,3
2021-05-08,Migraine,2
2021-05-08,Viral Infection,2
2021-05-08,Angina,2
2021-05-08,Bronchitis,1
2021-05-09,Bronchitis,3
2021-05-09,Vertigo,2
2021-05-09,Migraine,1
2021-05-09,Viral Infection,1
2021-05-09,Sciatica,1
2021-05-09,Asthma,1
2021-05-09,Dermatitis,1
2021-05-10,Gastritis,1
2021-05-10,Asthma,1
2021-05-10,Bronchitis,1
2021-05-10,Vertigo,1
2021-05-10,Migraine,1
2021-05-10,Angina,1
2021-05-10,Dermatitis,1
2021-05-11,Bronchitis,3
2021-05-11,Migraine,2
2021-05-11,Viral Infection,2
2021-05-11,Sciatica,1
2021-05-12,Vertigo,3
2021-05-12,Gastritis,1
2021-05-12,Asthma,1
2021-05-12,Bronchitis,1
2021-05-12,Sciatica,1
2021-05-12,Migraine,1
2021-05-12,Viral Infection,1
2021-05-13,Angina,2
2021-05-13,Asthma,1
2021-05-13,Arthritis,1
2021-05-13,Bronchitis,1
2021-05-13,Dermatitis,1
2021-05-14,Angina,2
2021-05-14,Arthritis,1
2021-05-14,Dermatitis,1
2021-05-14,Bronchitis,1
2021-05-14,Gastritis,1
2021-05-14,Asthma,1
2021-05-14,Viral Infection,1
2021-05-15,Gastritis,3
2021-05-15,Angina,2
2021-05-15,Viral Infection,1
2021-05-15,Asthma,1
2021-05-15,Dermatitis,1
2021-05-15,Migraine,1
2021-05-15,Arthritis,1
2021-05-15,Sciatica,1
2021-05-16,Arthritis,2
2021-05-16,Gastritis,1
2021-05-16,Bronchitis,1
2021-05-16,Dermatitis,1
2021-05-16,Angina,1
2021-05-16,Sciatica,1
2021-05-16,Vertigo,1
2021-05-17,Asthma,3
2021-05-17,Angina,3
2021-05-17,Arthritis,3
2021-05-17,Gastritis,1
2021-05-17,Dermatitis,1
2021-05-17,Sciatica,1
2021-05-17,Bronchitis,1
2021-05-18,Dermatitis,3
2021-05-18,Asthma,3
2021-05-18,Viral Infection,1
2021-05-18,Bronchitis,1
2021-05-18,Arthritis,1
2021-05-18,Migraine,1
2021-05-18,Vertigo,1
2021-05-19,Asthma,2
2021-05-19,Sciatica,2
2021-05-19,Angina,2
2021-05-19,Bronchitis,1
2021-05-19,Migraine,1
2021-05-19,Vertigo,1
2021-05-20,Viral Infection,3
2021-05-20,Bronchitis,2
2021-05-20,Migraine,2
2021-05-20,Sciatica,2
2021-05-20,Vertigo,1
2021-05-20,Arthritis,1
2021-05-20,Dermatitis,1
2021-05-20,Asthma,1
2021-05-21,Migraine,3
2021-05-21,Dermatitis,2
2021-05-21,Vertigo,1
2021-05-21,Sciatica,1
2021-05-21,Asthma,1
2021-05-21,Gastritis,1
2021-05-21,Arthritis,1
2021-05-22,Bronchitis,2
2021-05-22,Dermatitis,2
2021-05-22,Migraine,1
2021-05-22,Gastritis,1
2021-05-23,Asthma,2
2021-05-23,Sciatica,1
2021-05-23,Arthritis,1
2021-05-23,Bronchitis,1
2021-05-23,Dermatitis,1
2021-05-23,Vertigo,1
2021-05-24,Asthma,3
2021-05-24,Migraine,2
2021-05-24,Arthritis,1
2021-05-25,Vertigo,3
2021-05-25,Sciatica,2
2021-05-25,Bronchitis,1
2021-05-25,Viral Infection,1
2021-05-25,Gastritis,1
2021-05-25,Asthma,1
2021-05-25,Migraine,1
2021-05-26,Asthma,4
2021-05-26,Gastritis,2
2021-05-26,Viral Infection,1
2021-05-26,Arthritis,1
2021-05-26,Sciatica,1
2021-05-27,Dermatitis,3
2021-05-27,Viral Infection,2
2021-05-27,Sciatica,2
2021-05-27,Gastritis,1
2021-05-27,Bronchitis,1
2021-05-27,Arthritis,1
2021-05-27,Asthma,1
2021-05-27,Migraine,1
2021-05-28,Gastritis,1
2021-05-28,Arthritis,1
2021-05-28,Dermatitis,1
2021-05-28,Angina,1
2021-06-01,Vertigo,2
2021-06-01,Viral Infection,2
2021-06-01,Sciatica,2
2021-06-01,Angina,1
2021-06-01,Bronchitis,1
2021-06-01,Gastritis,1
2021-06-02,Asthma,2
2021-06-02,Gastritis,2
2021-06-02,Arthritis,2
2021-06-02,Viral Infection,1
2021-06-02,Sciatica,1
2021-06-02,Angina,1
2021-06-03,Arthritis,3
2021-06-03,Angina,2
2021-06-03,Migraine,1
2021-06-03,Bronchitis,1
2021-06-03,Gastritis,1
2021-06-04,Migraine,2
2021-06-04,Bronchitis,2
2021-06-04,Asthma,1
2021-06-04,Vertigo,1
2021-06-04,Angina,1
2021-06-04,Arthritis,1
2021-06-05,Vertigo,2
2021-06-05,Angina,2
2021-06-05,Asthma,1
2021-06-05,Sciatica,1
2021-06-05,Gastritis,1
2021-06-05,Migraine,1
2021-06-06,Angina,2
2021-06-06,Sciatica,1
2021-06-06,Bronchitis,1
2021-06-06,Viral Infection,1
2021-06-07,Sciatica,3
2021-06-07,Arthritis,1
2021-06-07,Bronchitis,1
2021-06-07,Migraine,1
2021-06-07,Vertigo,1
2021-06-08,Angina,3
2021-06-08,Bronchitis,3
2021-06-08,Asthma,2
2021-06-08,Arthritis,1
2021-06-09,Vertigo,3
2021-06-09,Asthma,2
2021-06-09,Dermatitis,2
2021-06-09,Sciatica,1
2021-06-09,Bronchitis,1
2021-06-09,Viral Infection,1
2021-06-10,Sciatica,2
2021-06-10,Arthritis,2
2021-06-10,Dermatitis,2
2021-06-10,Asthma,1
2021-06-10,Angina,1
2021-06-10,Viral Infection,1
2021-06-10,Migraine,1
2021-06-11,Dermatitis,3
2021-06-11,Viral Infection,2
2021-06-11,Vertigo,2
2021-06-11,Asthma,1
2021-06-12,Gastritis,2
2021-06-12,Migraine,2
2021-06-12,Angina,2
2021-06-13,Migraine,2
2021-06-13,Asthma,1
2021-06-14,Bronchitis,3
2021-06-14,Vertigo,2
2021-06-14,Gastritis,2
2021-06-14,Viral Infection,1
2021-06-14,Sciatica,1
2021-06-14,Angina,1
2021-06-14,Asthma,1
2021-06-14,Arthritis,1
2021-06-15,Arthritis,4
2021-06-15,Migraine,2
2021-06-15,Angina,1
2021-06-15,Vertigo,1
2021-06-15,Gastritis,1
2021-06-15,Sciatica,1
2021-06-15,Dermatitis,1
2021-06-15,Bronchitis,1
2021-06-16,Bronchitis,2
2021-06-16,Angina,1
2021-06-16,Sciatica,1
2021-06-16,Arthritis,1
2021-06-16,Vertigo,1
2021-06-17,Asthma,3
2021-06-17,Vertigo,2
2021-06-17,Angina,1
2021-06-17,Arthritis,1
2021-06-17,Sciatica,1
2021-06-18,Dermatitis,3
2021-06-18,Sciatica,3
2021-06-18,Angina,2
2021-06-18,Arthritis,2
2021-06-18,Vertigo,2
2021-06-18,Gastritis,2
2021-06-18,Viral Infection,1
2021-06-18,Bronchitis,1
2021-06-18,Migraine,1
2021-06-19,Sciatica,3
2021-06-19,Arthritis,3
2021-06-19,Migraine,2
2021-06-19,Viral Infection,1
